Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
46,,Mon Sep 07 11:08:41 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491321957,-953,-953,(I)4(R I)1(I)1(R)6(I)5(R)4,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
47,,Mon Sep 07 11:08:41 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491321148,24290,0,(R)2(I)5(R)1(I)11,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.125,0.6666666666666666,0.0,[]
48,,Mon Sep 07 11:09:05 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491345636,-7086,-7086,(R)6(I)5(R)6(I)6,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
49,,Mon Sep 07 11:09:05 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491345630,6881,6881,(R)6(I)5(R)6(I)5(R)2,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.6666666666666667,0.0,[]
50,,Mon Sep 07 11:09:12 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491352684,144,144,(R)5(I)5(R)6(I)5(R)2,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
51,,Mon Sep 07 11:09:12 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491352974,9148,9148,(R)3(I)5(R)6(I)5(R)3(I)1(R)1,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,1.4444444444444444,1.2222222222222223,0.0,[]
52,,Mon Sep 07 11:09:22 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491362286,6812,6812,(R)5(I)5(R)3(I)5(R)6(I)1,0.44,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,2.3333333333333335,1.8333333333333333,0.0,[]
53,,Mon Sep 07 11:09:29 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491369179,1186,1186,(I)4(R)11(I)5(R)1,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,[]
54,,Mon Sep 07 11:09:30 EDT 2020,GivenSafetyTest.java,1599491370506,5375,5375,(R)5(I)5(R)1(I)5(R)6(I)3,0.52,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.4,2.6,0.0,[]
55,,Mon Sep 07 11:09:35 EDT 2020,GivenSafetyTest.java,1599491375990,13594,0,(I)2(R)6(I)14,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.0,0.0,0.46153846153846156,1.2307692307692308,0.0,[]
56,,Mon Sep 07 11:09:49 EDT 2020,InterpolatedSafetyTest.java,1599491389944,11991,0,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,2.090909090909091,0.0,0.0,0.0,0.0,0.0,2.090909090909091,0.0,[]
57,,Mon Sep 07 11:10:02 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491402017,74402,0,(I)17(R)4(I)2,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.3108108108108108,0.0,0.0,0.0,0.0,0.05405405405405406,0.25675675675675674,0.0,[]
58,,Mon Sep 07 11:11:16 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491476549,660,660,(I)14(R)4(I)7,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
59,,Mon Sep 07 11:11:17 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491477279,4006,4006,(I)17(R)8,0.68,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,2.0,4.25,0.0,[]
60,,Mon Sep 07 11:11:21 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491481325,170,170,(R)25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
61,,Mon Sep 07 11:11:21 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491481535,5132,5132,(R)4(I)1(R)1(I)19,0.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,[]
62,,Mon Sep 07 11:11:26 EDT 2020,AbstractThreeParameterSafetyTest.java,1599491486727,210,210,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
64,,Mon Sep 07 11:23:19 EDT 2020,AbstractThreeParameterSafetyTest.java,1599492199200,249556,0,(D)4(I)8,0.6666666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.04819277108433735,0.0,0.01606425702811245,0.0,0.0,0.0,0.0321285140562249,0.0,[]
65,,Mon Sep 07 11:27:32 EDT 2020,AbstractThreeParameterSafetyTest.java,1599492452313,23301,0,(I)12(R)6(I)7,0.76,0.0,0.0,0.0,0.0,0.0,1.0869565217391304,0.0,0.0,0.0,0.0,0.2608695652173913,0.8260869565217391,0.0,[]
66,,Mon Sep 07 11:27:57 EDT 2020,AbstractThreeParameterSafetyTest.java,1599492477864,15065,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,[]
67,,Mon Sep 07 11:28:13 EDT 2020,AbstractThreeParameterSafetyTest.java,1599492493009,61825,0,(I)4(R)4(I)1(R)1(I)7(R)2(I)6,0.72,0.0,0.0,0.0,0.0,0.0,0.4098360655737705,0.0,0.0,0.0,0.0,0.11475409836065574,0.29508196721311475,0.0,[]
68,,Mon Sep 07 11:29:17 EDT 2020,AbstractThreeParameterSafetyTest.java,1599492557017,18074,0,(I)12,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,[]
